rsn,eqid,ssn,eqLat,eqLon,staLat,staLon,eqX,eqY,staX,staY,UTMzone,nerg_mu,res_tot,res_between,res_within
12055,168,726,22.8955,121.0807,22.8,121.1938,303.130268792734,2533.23489921213,314.603111194568,2522.10668750933,51N,-32.45982124611705,32.077410639095746,-0.5592546047946668,32.63666524389041
12056,168,730,22.8955,121.0807,23.13,121.1252,303.130268792734,2533.23489921213,308.028415840065,2559.42180830372,51N,-28.153897516187488,28.913971901511896,-0.5592546047946668,29.473226506306563
12057,168,731,22.8955,121.0807,23.0,121.2852,303.130268792734,2533.23489921213,324.241828044558,2544.4553796601,51N,-37.19767812106806,37.44467225537051,-0.5592546047946668,38.00392686016518
12058,168,733,22.8955,121.0807,23.01,121.174,303.130268792734,2533.23489921213,312.854849315104,2545.34973024422,51N,-22.993838384159922,22.512521754373935,-0.5592546047946668,23.071776359168602
12059,168,734,22.8955,121.0807,22.97,121.1563,303.130268792734,2533.23489921213,310.999221321142,2541.82873540132,51N,-20.620178883079266,19.936626087821637,-0.5592546047946668,20.495880692616304
12060,168,735,22.8955,121.0807,22.96,121.241,303.130268792734,2533.23489921213,319.665394662861,2540.44870688028,51N,-26.127841541551927,25.363653995481823,-0.5592546047946668,25.92290860027649
12061,168,737,22.8955,121.0807,22.77,121.091,303.130268792734,2533.23489921213,304.010395618968,2519.56314605709,51N,-24.325735725784234,24.827718822492717,-0.5592546047946668,25.386973427287383
12062,168,738,22.8955,121.0807,22.73,121.1073,303.130268792734,2533.23489921213,305.628740145753,2514.9274790349,51N,-27.872851674821696,28.696259817431972,-0.5592546047946668,29.25551442222664
12063,168,745,22.8955,121.0807,22.76,121.1525,303.130268792734,2533.23489921213,310.315562609308,2518.65245272966,51N,-28.88823235573896,28.164607737424667,-0.5592546047946668,28.723862342219334
12064,169,413,25.1375,121.5743,25.13,121.4668,356.284003334808,2780.93272348364,345.434659473336,2779.75943667433,51N,-0.24737054176619644,0.4791657671547994,-0.8778455236558894,1.3570112908106888
12065,169,416,25.1375,121.5743,25.11,121.4828,356.284003334808,2780.93272348364,347.022202827783,2777.45225486561,51N,-2.178233618172017,3.3758694573632573,-0.8778455236558894,4.253714981019146
12066,169,417,25.1375,121.5743,25.11,121.5152,356.284003334808,2780.93272348364,350.283091464471,2777.43446276674,51N,-0.10504357334422654,0.19182990872687883,-0.8778455236558894,1.0696754323827682
12067,169,418,25.1375,121.5743,25.09,121.5152,356.284003334808,2780.93272348364,350.269289670568,2776.17925037884,51N,-2.841147844089814,2.16875219499061,-0.8778455236558894,3.0465977186464994
12068,169,419,25.1375,121.5743,25.07,121.536,356.284003334808,2780.93272348364,352.346421539946,2773.94125124642,51N,1.0991891842532704,-1.3392922830637983,-0.8778455236558894,-0.4614467594079089
12069,169,420,25.1375,121.5743,25.08,121.581,356.284003334808,2780.93272348364,356.891763410185,2774.48351967851,51N,1.7303629103872802,-2.626108455631256,-0.8778455236558894,-1.7482629319753666
12070,169,423,25.1375,121.5743,25.05,121.5168,356.284003334808,2780.93272348364,350.388972289138,2771.76571751582,51N,-3.2623369696129756,2.6832666208188747,-0.8778455236558894,3.561112144474764
12071,169,424,25.1375,121.5743,25.06,121.5337,356.284003334808,2780.93272348364,352.090038362457,2772.00562566951,51N,-1.6549788384055732,1.0064573353455593,-0.8778455236558894,1.8843028590014486
12072,169,425,25.1375,121.5743,25.06,121.5522,356.284003334808,2780.93272348364,353.956403104545,2771.98551999281,51N,2.323197135243663,-3.116718902212576,-0.8778455236558894,-2.2388733785566863
12073,169,426,25.1375,121.5743,25.05,121.5795,356.284003334808,2780.93272348364,356.706919095119,2771.29177376938,51N,3.1556568310697424,-3.767233041418791,-0.8778455236558894,-2.8893875177629016
12074,169,452,25.1375,121.5743,25.13,121.464,356.284003334808,2780.93272348364,345.148554188727,2779.72576772033,51N,-1.3375878201689422,1.4178995080674865,-0.8778455236558894,2.295745031723376
12075,169,466,25.1375,121.5743,25.16,121.5447,356.284003334808,2780.93272348364,353.32593814939,2783.69656439869,51N,1.9283377096142704,-1.1065191559426664,-0.8778455236558894,-0.22867363228677695
12076,169,476,25.1375,121.5743,25.18,121.5293,356.284003334808,2780.93272348364,351.805364569616,2786.0022761295,51N,0.3544061426153329,0.11549557945971811,-0.8778455236558894,0.9933411031156075
12077,169,494,25.1375,121.5743,25.22,121.6373,356.284003334808,2780.93272348364,362.734255013795,2790.2993503947,51N,-5.565566196175043,5.8866672265891316,-0.8778455236558894,6.764512750245021
12078,169,498,25.1375,121.5743,25.04,121.586,356.284003334808,2780.93272348364,357.347842035344,2769.8635993001,51N,-3.9290758075327687,3.2416012454032916,-0.8778455236558894,4.119446769059181
12079,169,500,25.1375,121.5743,25.06,121.603,356.284003334808,2780.93272348364,359.083889801644,2771.85775634863,51N,-2.793135745838847,2.645062029485671,-0.8778455236558894,3.5229075531415606
12080,169,501,25.1375,121.5743,25.06,121.5905,356.284003334808,2780.93272348364,357.827846209985,2772.35076004083,51N,-1.2509647569755864,0.45332211831276936,-0.8778455236558894,1.3311676419686589
12081,169,502,25.1375,121.5743,25.06,121.5645,356.284003334808,2780.93272348364,355.209261649156,2772.7844388586,51N,0.2664716995125742,-1.8714021408373143,-0.8778455236558894,-0.9935566171814249
12082,169,503,25.1375,121.5743,25.08,121.566,356.284003334808,2780.93272348364,355.384469192536,2775.03479192276,51N,3.871888162082523,-4.71501484154067,-0.8778455236558894,-3.8371693178847806
12083,169,504,25.1375,121.5743,25.14,121.4832,356.284003334808,2780.93272348364,347.100021334224,2781.3836939121,51N,-0.8035560791025529,1.899678464160713,-0.8778455236558894,2.7775239878166023
12084,169,508,25.1375,121.5743,25.1,121.5477,356.284003334808,2780.93272348364,353.554791519716,2776.86350587752,51N,1.9882405162734043,-1.4325794937342653,-0.8778455236558894,-0.5547339700783759
12085,169,515,25.1375,121.5743,25.13,121.4727,356.284003334808,2780.93272348364,346.033702647446,2780.71264897689,51N,0.24815566400830047,0.20498659648167056,-0.8778455236558894,1.08283212013756
12086,169,517,25.1375,121.5743,25.04,121.5692,356.284003334808,2780.93272348364,355.653082852564,2770.23216122266,51N,-2.207871783943739,1.4065526965126591,-0.8778455236558894,2.2843982201685487
12087,169,521,25.1375,121.5743,25.2,121.6607,356.284003334808,2780.93272348364,365.062361124927,2788.00532702204,51N,-11.632596175883887,12.18180646145437,-0.8778455236558894,13.059651985110259
12088,169,522,25.1375,121.5743,25.12,121.4732,356.284003334808,2780.93272348364,346.069047631101,2779.08392999626,51N,-1.039320111406485,0.4420408286879689,-0.8778455236558894,1.3198863523438584
12089,170,77,23.7322,121.4353,23.51,120.8133,340.511589658801,2625.45447699305,276.717773125609,2601.49402336014,51N,-61.26685065838726,61.2915543052128,-0.19491829564182064,61.48647260085462
12090,170,123,23.7322,121.4353,23.49,120.9592,340.511589658801,2625.45447699305,291.580360392907,2598.9488707725,51N,-47.250432099391915,47.495911694947864,-0.19491829564182064,47.690829990589684
12091,170,147,23.7322,121.4353,23.79,121.563,340.511589658801,2625.45447699305,353.593444792249,2631.60690094759,51N,-6.176796243235177,6.4819343120804485,-0.19491829564182064,6.676852607722269
12092,170,148,23.7322,121.4353,23.6,121.5202,340.511589658801,2625.45447699305,349.009412453359,2610.51985415078,51N,-19.189200626775765,19.8665739918691,-0.19491829564182064,20.06149228751092
12093,170,149,23.7322,121.4353,23.48,121.5055,340.511589658801,2625.45447699305,347.371573150171,2596.98905867739,51N,-20.704066065385295,20.868771303299827,-0.19491829564182064,21.063689598941647
12094,170,150,23.7322,121.4353,23.17,121.2483,340.511589658801,2625.45447699305,320.696252139499,2563.71289239106,51N,-50.69354637586983,50.181957258749726,-0.19491829564182064,50.376875554391546
12095,170,151,23.7322,121.4353,23.66,121.4248,340.511589658801,2625.45447699305,339.35700532632,2617.54478306647,51N,-16.125666621840793,16.84602247080427,-0.19491829564182064,17.04094076644609
12096,170,152,23.7322,121.4353,23.67,121.4245,340.511589658801,2625.45447699305,339.335434198821,2618.67099146435,51N,-17.10875273289108,17.49790119209927,-0.19491829564182064,17.69281948774109
12097,170,153,23.7322,121.4353,23.99,121.6262,340.511589658801,2625.45447699305,360.242334550459,2653.41313648874,51N,-13.73469621723699,13.423831866679901,-0.19491829564182064,13.61875016232172
12098,170,154,23.7322,121.4353,23.99,121.603,340.511589658801,2625.45447699305,357.886232633918,2653.52858981504,51N,-15.038334661923434,15.352334660872042,-0.19491829564182064,15.547252956513862
12099,170,155,23.7322,121.4353,23.99,121.6223,340.511589658801,2625.45447699305,359.85647600414,2653.84142957448,51N,-13.347021836815108,13.381725518806947,-0.19491829564182064,13.576643814448767
12100,170,156,23.7322,121.4353,23.98,121.6027,340.511589658801,2625.45447699305,357.842437473723,2652.53230325251,51N,-11.289135087795955,11.4253126603941,-0.19491829564182064,11.62023095603592
12101,170,157,23.7322,121.4353,24.0,121.5948,340.511589658801,2625.45447699305,357.064179115902,2654.42274140383,51N,-12.44802656350408,12.974089439214035,-0.19491829564182064,13.169007734855855
12102,170,158,23.7322,121.4353,23.99,121.6313,340.511589658801,2625.45447699305,360.773914173232,2654.01706401668,51N,-17.608912080930583,17.115150295145256,-0.19491829564182064,17.310068590787075
12103,170,159,23.7322,121.4353,23.98,121.5985,340.511589658801,2625.45447699305,357.415365784738,2652.22276041727,51N,-7.987271554756749,8.348274902604306,-0.19491829564182064,8.543193198246126
12104,170,160,23.7322,121.4353,23.97,121.6057,340.511589658801,2625.45447699305,358.139833759649,2651.73567497707,51N,-11.898155734192104,11.904132756584659,-0.19491829564182064,12.099051052226478
12105,170,161,23.7322,121.4353,23.97,121.5627,340.511589658801,2625.45447699305,353.766264065052,2651.96417303129,51N,-6.45211056711434,7.209752083879182,-0.19491829564182064,7.4046703795210025
12106,170,162,23.7322,121.4353,23.96,121.5685,340.511589658801,2625.45447699305,354.348961919757,2650.88767862684,51N,-7.749422826701421,7.881626720002678,-0.19491829564182064,8.076545015644498
12107,170,163,23.7322,121.4353,23.95,121.547,340.511589658801,2625.45447699305,352.143976937662,2649.2489917751,51N,-9.72691995245209,10.311923556882729,-0.19491829564182064,10.506841852524548
12108,170,164,23.7322,121.4353,23.9,121.5325,340.511589658801,2625.45447699305,350.618203895656,2644.44718490029,51N,-8.765024423809503,9.274776455192892,-0.19491829564182064,9.469694750834712
12109,170,165,23.7322,121.4353,23.98,121.6135,340.511589658801,2625.45447699305,358.941080692622,2652.15230054574,51N,-11.568250681449452,12.273473091989022,-0.19491829564182064,12.468391387630842
12110,170,166,23.7322,121.4353,23.81,121.4417,340.511589658801,2625.45447699305,341.257555348085,2634.28428630364,51N,-3.0325531031733055,4.310470099278616,-0.19491829564182064,4.505388394920437
12111,170,167,23.7322,121.4353,23.5,121.3298,340.511589658801,2625.45447699305,329.464034677516,2600.28720684155,51N,-24.730490113357373,25.166792102483004,-0.19491829564182064,25.361710398124824
12112,170,169,23.7322,121.4353,24.08,121.6045,340.511589658801,2625.45447699305,358.141939854137,2663.91785351052,51N,-25.159893544601758,25.18266903236547,-0.19491829564182064,25.37758732800729
12113,170,170,23.7322,121.4353,23.35,121.3053,340.511589658801,2625.45447699305,326.762609428157,2583.37343809175,51N,-35.94342658360141,35.17018148618737,-0.19491829564182064,35.36509978182919
12114,170,171,23.7322,121.4353,24.16,121.6522,340.511589658801,2625.45447699305,363.073769491933,2672.78477165624,51N,-33.190413092378826,33.74441424547108,-0.19491829564182064,33.9393325411129
12115,170,172,23.7322,121.4353,24.12,121.6245,340.511589658801,2625.45447699305,360.215454625584,2667.99504756976,51N,-33.73032587301884,34.83223381323952,-0.19491829564182064,35.02715210888134
12116,170,173,23.7322,121.4353,24.05,121.5985,340.511589658801,2625.45447699305,357.501550828712,2660.87865833137,51N,-17.657514669405415,18.36472945359999,-0.19491829564182064,18.559647749241808
12117,170,174,23.7322,121.4353,24.01,121.6095,340.511589658801,2625.45447699305,358.577071075333,2656.51191786295,51N,-12.012056356870183,12.572036637115383,-0.19491829564182064,12.766954932757203
12118,170,175,23.7322,121.4353,23.94,121.5777,340.511589658801,2625.45447699305,355.250708708154,2647.79608329941,51N,-8.793487330587313,9.08276369950095,-0.19491829564182064,9.27768199514277
12119,170,176,23.7322,121.4353,23.78,121.456,340.511589658801,2625.45447699305,342.684162814542,2631.16764772748,51N,-3.729739027796931,4.111070118445729,-0.19491829564182064,4.305988414087549
12120,170,177,23.7322,121.4353,23.76,121.5002,340.511589658801,2625.45447699305,347.162038080596,2628.91687059065,51N,-5.226605733618294,6.110143879830402,-0.19491829564182064,6.305062175472223
12121,170,178,23.7322,121.4353,23.71,121.4198,340.511589658801,2625.45447699305,338.905486651643,2622.82893660874,51N,-10.999218413547847,12.156261654159097,-0.19491829564182064,12.351179949800917
12122,170,179,23.7322,121.4353,23.68,121.4827,340.511589658801,2625.45447699305,345.284152330528,2620.120078568,51N,-9.553931519524282,10.037553259388723,-0.19491829564182064,10.232471555030543
12123,170,180,23.7322,121.4353,23.59,121.3837,340.511589658801,2625.45447699305,335.066678113127,2609.52626542606,51N,-21.578166321217296,21.854091200851443,-0.19491829564182064,22.049009496493262
12124,170,182,23.7322,121.4353,23.5,121.3745,340.511589658801,2625.45447699305,334.017945181108,2599.55199054316,51N,-19.485440343656105,19.350046871758945,-0.19491829564182064,19.544965167400765
12125,170,183,23.7322,121.4353,23.45,121.3937,340.511589658801,2625.45447699305,335.918943440235,2594.47301473806,51N,-18.059052562584295,18.230633817268675,-0.19491829564182064,18.425552112910495
12126,170,184,23.7322,121.4353,23.46,121.3518,340.511589658801,2625.45447699305,331.65368788985,2595.27804322271,51N,-20.587170003974794,19.80405256624225,-0.19491829564182064,19.99897086188407
12127,170,185,23.7322,121.4353,23.38,121.3593,340.511589658801,2625.45447699305,332.324287064963,2586.87173835395,51N,-27.61464996631337,27.489288407170235,-0.19491829564182064,27.684206702812055
12128,170,187,23.7322,121.4353,23.26,121.3027,340.511589658801,2625.45447699305,326.378293292375,2573.85320111455,51N,-38.1674119595721,37.88054826607157,-0.19491829564182064,38.07546656171339
12129,170,189,23.7322,121.4353,23.71,121.5475,340.511589658801,2625.45447699305,351.922241226833,2622.63501843741,51N,-12.232005813532293,12.306067415210249,-0.19491829564182064,12.500985710852069
12130,170,190,23.7322,121.4353,23.65,121.5363,340.511589658801,2625.45447699305,350.719841382981,2616.42711357336,51N,-12.87238690629168,12.769997819364553,-0.19491829564182064,12.964916115006373
12131,170,191,23.7322,121.4353,24.31,121.7495,340.511589658801,2625.45447699305,373.109132525903,2689.00792049645,51N,-40.09587017548192,40.120538817902194,-0.19491829564182064,40.315457113544014
12132,170,193,23.7322,121.4353,24.13,121.6548,340.511589658801,2625.45447699305,363.306242681957,2668.77719701059,51N,-28.096755761625985,28.755591374232278,-0.19491829564182064,28.950509669874098
12133,170,194,23.7322,121.4353,24.01,121.5805,340.511589658801,2625.45447699305,355.621782390493,2656.00613372913,51N,-16.711079804430877,16.997421524049503,-0.19491829564182064,17.192339819691323
12134,170,195,23.7322,121.4353,23.99,121.5645,340.511589658801,2625.45447699305,353.975748003147,2654.21392682604,51N,-9.011200137457106,9.510930495348852,-0.19491829564182064,9.705848790990672
12135,170,196,23.7322,121.4353,23.99,121.5908,340.511589658801,2625.45447699305,356.648930334903,2653.59628381362,51N,-13.253677665026357,13.624581086250384,-0.19491829564182064,13.819499381892204
12136,170,197,23.7322,121.4353,23.87,121.5568,340.511589658801,2625.45447699305,353.053736322239,2640.32444737923,51N,-8.04545826345427,8.742276268259177,-0.19491829564182064,8.937194563900997
12137,170,198,23.7322,121.4353,23.82,121.4737,340.511589658801,2625.45447699305,344.526559674687,2635.06092278683,51N,-1.0620347579363911,1.9022916804397312,-0.19491829564182064,2.097209976081552
12138,170,199,23.7322,121.4353,23.41,121.3203,340.511589658801,2625.45447699305,328.36780422144,2589.50148355508,51N,-27.827567109223505,27.98536047462892,-0.19491829564182064,28.18027877027074
12139,170,200,23.7322,121.4353,23.43,121.3487,340.511589658801,2625.45447699305,331.294189823958,2592.1441866751,51N,-22.376883297659564,22.226358875656697,-0.19491829564182064,22.421277171298517
12140,170,201,23.7322,121.4353,23.32,121.34,340.511589658801,2625.45447699305,330.268754391257,2579.99174564435,51N,-29.322146553827896,29.19393943235552,-0.19491829564182064,29.38885772799734
12141,170,202,23.7322,121.4353,24.18,121.516,340.511589658801,2625.45447699305,349.257627752999,2674.71506104877,51N,-40.939982696404115,41.907858029859504,-0.19491829564182064,42.102776325501324
12142,170,203,23.7322,121.4353,24.16,121.623,340.511589658801,2625.45447699305,360.1070848327,2672.48140688281,51N,-35.88769144549228,36.874754879979896,-0.19491829564182064,37.069673175621716
12143,170,204,23.7322,121.4353,23.97,121.4928,340.511589658801,2625.45447699305,346.652082272825,2651.26320147417,51N,-9.059740875018454,10.343277140247594,-0.19491829564182064,10.538195435889413
12144,170,205,23.7322,121.4353,23.87,121.5073,340.511589658801,2625.45447699305,348.016285737947,2640.70892845511,51N,-4.25519045098739,4.97326858710601,-0.19491829564182064,5.168186882747831
12145,170,206,23.7322,121.4353,23.9,121.6017,340.511589658801,2625.45447699305,357.658604140553,2644.24661812288,51N,-9.62179219707098,10.031144942350403,-0.19491829564182064,10.226063237992223
12146,170,207,23.7322,121.4353,24.02,121.6107,340.511589658801,2625.45447699305,358.699752282497,2656.9167782933,51N,-13.218910929974651,13.606744416602332,-0.19491829564182064,13.801662712244152
12147,170,208,23.7322,121.4353,23.98,121.6198,340.511589658801,2625.45447699305,359.590561450955,2652.66274171336,51N,-14.1027877988413,13.675620444097406,-0.19491829564182064,13.870538739739226
12148,170,209,23.7322,121.4353,23.99,121.593,340.511589658801,2625.45447699305,356.875636514032,2654.22158655069,51N,-11.05796152554387,11.416772541510984,-0.19491829564182064,11.611690837152803
12149,170,211,23.7322,121.4353,23.48,121.5117,340.511589658801,2625.45447699305,348.009667359004,2597.77610600938,51N,-22.07337973305392,21.95564422266863,-0.19491829564182064,22.15056251831045
12150,170,595,23.7322,121.4353,24.04,120.858,340.511589658801,2625.45447699305,282.166447934641,2660.20361577357,51N,-66.96790790105683,66.26176247396207,-0.19491829564182064,66.45668076960389
12151,170,596,23.7322,121.4353,24.01,120.9573,340.511589658801,2625.45447699305,292.228342309699,2657.09958537043,51N,-56.54724692629591,56.05109560708149,-0.19491829564182064,56.24601390272331
12152,170,597,23.7322,121.4353,23.96,120.9712,340.511589658801,2625.45447699305,293.554460586399,2651.4304398549,51N,-55.852010087480515,56.301144514762385,-0.19491829564182064,56.496062810404204
12153,170,600,23.7322,121.4353,23.83,120.7873,340.511589658801,2625.45447699305,274.609754785675,2636.85044602114,51N,-32.85191205656606,32.98440226381217,-0.19491829564182064,33.17932055945399
12154,170,601,23.7322,121.4353,23.81,120.8537,340.511589658801,2625.45447699305,281.340944589643,2634.90045951856,51N,-33.53053645637468,32.54730399395247,-0.19491829564182064,32.74222228959429
12155,170,602,23.7322,121.4353,23.84,120.9022,340.511589658801,2625.45447699305,286.326584434618,2637.74324853234,51N,-31.623057009003027,31.015556394062912,-0.19491829564182064,31.210474689704732
12156,170,603,23.7322,121.4353,23.9,120.9378,340.511589658801,2625.45447699305,290.062398646159,2644.68628888847,51N,-39.39837455279179,39.10458493936187,-0.19491829564182064,39.29950323500369
12157,170,607,23.7322,121.4353,23.88,120.9082,340.511589658801,2625.45447699305,287.010715856494,2642.66311568755,51N,-30.25546575102327,30.285332777803834,-0.19491829564182064,30.480251073445654
12158,170,611,23.7322,121.4353,24.25,121.1618,340.511589658801,2625.45447699305,313.378952450299,2683.07989687695,51N,-35.113420250081326,35.21320407375725,-0.19491829564182064,35.40812236939907
12159,170,612,23.7322,121.4353,23.9,120.8698,340.511589658801,2625.45447699305,283.145924160538,2645.34279719135,51N,-44.399837103670244,42.89464688257972,-0.19491829564182064,43.08956517822154
12160,170,653,23.7322,121.4353,24.14,121.2725,340.511589658801,2625.45447699305,324.471454900405,2671.17822986058,51N,-21.529820901922324,22.232022704973758,-0.19491829564182064,22.426941000615578
12161,170,665,23.7322,121.4353,23.98,120.8762,340.511589658801,2625.45447699305,283.91783876861,2653.76965112943,51N,-61.54820994093565,60.862181786616716,-0.19491829564182064,61.057100082258536
12162,170,671,23.7322,121.4353,23.95,120.9342,340.511589658801,2625.45447699305,289.777318956864,2650.72824269038,51N,-48.62015096045665,48.79367057286744,-0.19491829564182064,48.98858886850926
12163,170,691,23.7322,121.4353,23.32,121.4512,340.511589658801,2625.45447699305,341.632141756212,2579.38584726856,51N,-31.113850660225815,30.437711271447384,-0.19491829564182064,30.632629567089204
12164,170,704,23.7322,121.4353,23.1,121.3732,340.511589658801,2625.45447699305,333.384426417821,2555.27807729881,51N,-39.140577056458575,38.54883772018073,-0.19491829564182064,38.74375601582255
12165,170,721,23.7322,121.4353,23.36,121.4673,340.511589658801,2625.45447699305,343.332399781188,2583.79751786511,51N,-27.353119489065065,26.987111839489756,-0.19491829564182064,27.182030135131576
12166,170,722,23.7322,121.4353,23.24,121.4142,340.511589658801,2625.45447699305,337.761404870313,2571.49096148581,51N,-35.468784670488496,34.866800718914476,-0.19491829564182064,35.061719014556296
12167,170,723,23.7322,121.4353,23.19,121.3957,340.511589658801,2625.45447699305,335.810025231005,2565.64510323201,51N,-40.57507932477387,39.51201225681417,-0.19491829564182064,39.70693055245599
12168,171,323,22.2725,121.3483,22.02,120.8372,329.820856354267,2463.91925618653,276.743978818847,2436.65799473146,51N,-66.78791336016874,68.1397288240494,0.8375714665126506,67.30215735753674
12169,171,324,22.2725,121.3483,21.91,120.8488,329.820856354267,2463.91925618653,277.781911738148,2424.77311876778,51N,-75.37611002418659,75.73440363837766,0.8375714665126506,74.896832171865
12170,171,379,22.2725,121.3483,22.07,120.8292,329.820856354267,2463.91925618653,276.003783718934,2442.70526663659,51N,-61.584694680132095,61.98911248903483,0.8375714665126506,61.15154102252218
12171,172,244,24.8878,122.0563,24.86,121.8275,404.682406684381,2752.85446461773,381.547124846867,2750.28770871582,51N,-22.49614764022921,21.949201865411336,0.46889078268279727,21.480311082728537
12172,172,245,24.8878,122.0563,24.8,121.8142,404.682406684381,2752.85446461773,380.141263745551,2743.54413267927,51N,-26.25895940488243,24.820207282734188,0.46889078268279727,24.35131650005139
12173,172,264,24.8878,122.0563,24.97,121.9258,404.682406684381,2752.85446461773,391.576023811087,2762.09189201808,51N,-27.278891424266824,26.183199202724616,0.46889078268279727,25.714308420041817
12174,172,479,24.8878,122.0563,25.01,121.9972,404.682406684381,2752.85446461773,398.806632930753,2766.07877700042,51N,-30.978517375700488,30.055749909253855,0.46889078268279727,29.586859126571056
12175,172,489,24.8878,122.0563,25.02,121.9147,404.682406684381,2752.85446461773,390.494454262886,2767.80404184275,51N,-44.02141840804488,42.62120982987225,0.46889078268279727,42.15231904718945
12176,172,490,24.8878,122.0563,25.02,121.9488,404.682406684381,2752.85446461773,393.93782719219,2767.24160389539,51N,-38.7363401796618,38.24728778944182,0.46889078268279727,37.77839700675902
12177,172,492,24.8878,122.0563,25.06,121.9258,404.682406684381,2752.85446461773,391.650356009973,2771.4679935076,51N,-52.95559832804113,51.64178551733997,0.46889078268279727,51.17289473465717
12178,172,514,24.8878,122.0563,25.04,121.9255,404.682406684381,2752.85446461773,391.599408742729,2769.28664648129,51N,-45.940077588727306,45.0044249668799,0.46889078268279727,44.535534184197104
12179,173,4,22.922,120.544,23.7,120.249,248.106875666978,2536.98879491205,219.484548151623,2624.23842011589,51N,-82.34773324563719,83.3777961262757,0.55587710979475,82.82191901648095
12180,173,5,22.922,120.544,23.72,120.4205,248.106875666978,2536.98879491205,237.006230042357,2625.3327449085,51N,-70.83990971811124,71.85444171669609,0.55587710979475,71.29856460690134
12181,173,6,22.922,120.544,23.71,120.5385,248.106875666978,2536.98879491205,249.037014077006,2624.82422562571,51N,-67.7572355024682,68.60049407889277,0.55587710979475,68.04461696909802
12182,173,7,22.922,120.544,23.6,120.1795,248.106875666978,2536.98879491205,212.163931064656,2612.74307115743,51N,-104.09143861209579,105.09443052115638,0.55587710979475,104.53855341136163
12183,173,8,22.922,120.544,23.61,120.4217,248.106875666978,2536.98879491205,236.909979811883,2613.42113484553,51N,-69.29526390397658,70.91774904610047,0.55587710979475,70.36187193630572
12184,173,9,22.922,120.544,23.58,120.5602,248.106875666978,2536.98879491205,250.990737657192,2609.79430803052,51N,-61.908569692166,63.44844263894347,0.55587710979475,62.89256552914872
12185,173,11,22.922,120.544,23.48,120.2775,248.106875666978,2536.98879491205,221.926111931305,2599.69714608361,51N,-61.80877181458244,63.016777138673035,0.55587710979475,62.460900028878285
12186,173,12,22.922,120.544,23.47,120.4163,248.106875666978,2536.98879491205,236.091308437662,2598.21655353465,51N,-47.172820733164514,48.423582779953755,0.55587710979475,47.867705670159005
12187,173,13,22.922,120.544,23.46,120.553,248.106875666978,2536.98879491205,250.038902872506,2596.90135264319,51N,-54.53720828855701,55.33530706403103,0.55587710979475,54.77942995423628
12188,173,14,22.922,120.544,23.48,120.6543,248.106875666978,2536.98879491205,260.430315109587,2598.94421306058,51N,-50.271241788687426,51.639783589751154,0.55587710979475,51.083906479956404
12189,173,15,22.922,120.544,23.33,120.1598,248.106875666978,2536.98879491205,209.566639305405,2582.95919802158,51N,-51.80789496337151,52.28597577251693,0.55587710979475,51.73009866272218
12190,173,16,22.922,120.544,23.36,120.2738,248.106875666978,2536.98879491205,221.28405659463,2585.5782755478,51N,-50.63362277450481,51.3906633120775,0.55587710979475,50.83478620228275
12191,173,17,22.922,120.544,23.29,120.5927,248.106875666978,2536.98879491205,253.781131604724,2578.16777960202,51N,-35.5018276586035,36.39893136267956,0.55587710979475,35.84305425288481
12192,173,18,22.922,120.544,23.35,120.4138,248.106875666978,2536.98879491205,235.597231062294,2584.92715876568,51N,-44.85159297113958,45.92392490015426,0.55587710979475,45.36804779035951
12193,173,19,22.922,120.544,23.22,120.1622,248.106875666978,2536.98879491205,209.563758766246,2570.61903872176,51N,-37.35265743329623,38.3035876591908,0.55587710979475,37.747710549396054
12194,173,20,22.922,120.544,23.21,120.277,248.106875666978,2536.98879491205,221.311148933544,2569.7845482575,51N,-41.100907459306434,41.75258470976348,0.55587710979475,41.19670759996873
12195,173,21,22.922,120.544,23.22,120.4003,248.106875666978,2536.98879491205,233.957525536643,2570.53173821797,51N,-32.36048566449836,33.12464495623617,0.55587710979475,32.56876784644142
12196,173,27,22.922,120.544,23.76,120.6157,248.106875666978,2536.98879491205,256.982901424657,2629.17668618989,51N,-79.38359199194598,80.47978730572251,0.55587710979475,79.92391019592776
12197,173,28,22.922,120.544,23.78,120.5228,248.106875666978,2536.98879491205,247.559657372149,2631.77573429644,51N,-71.80742026382896,73.39582444752897,0.55587710979475,72.83994733773422
12198,173,29,22.922,120.544,23.8,120.4195,248.106875666978,2536.98879491205,237.063136166893,2634.08675177821,51N,-83.14571159539739,84.36370899071717,0.55587710979475,83.80783188092242
12199,173,30,22.922,120.544,23.75,120.2543,248.106875666978,2536.98879491205,220.127732133577,2629.36149430564,51N,-82.25164547670326,83.34957782632463,0.55587710979475,82.79370071652988
12200,173,31,22.922,120.544,23.63,120.6157,248.106875666978,2536.98879491205,256.752141996993,2615.38521361911,51N,-63.52553950898482,65.575745645638,0.55587710979475,65.01986853584324
12201,173,32,22.922,120.544,23.61,120.5373,248.106875666978,2536.98879491205,248.72232561435,2613.48990894129,51N,-65.00011233565121,65.9976586822256,0.55587710979475,65.44178157243086
12202,173,33,22.922,120.544,23.64,120.4838,248.106875666978,2536.98879491205,243.318647130486,2616.85306873381,51N,-64.13364196251892,65.12657081622883,0.55587710979475,64.57069370643408
